,department,department_name,division,gender,base_salary,overtime_pay,longevity_pay,pay_grade
6269,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,60199.18,2018.74,0.00,20
6270,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,64644.70,0.00,0.00,20
6271,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,60199.18,0.00,0.00,20
6272,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,59355.51,0.00,0.00,18
6273,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,58162.92,1740.71,0.00,20
6274,HHS,Department of Health and Human Services,School Health Services,F,43617.90,0.00,0.00,15
6275,HHS,Department of Health and Human Services,School Health Services,F,43617.90,0.00,0.00,15
6276,HHS,Department of Health and Human Services,School Health Services,F,42142.91,0.00,0.00,15
6277,HHS,Department of Health and Human Services,School Health Services,F,89775.98,0.00,0.00,24
6278,HHS,Department of Health and Human Services,School Health Services,F,48162.69,0.00,0.00,15
6279,HHS,Department of Health and Human Services,School Health Services,F,43617.90,0.00,0.00,15
6280,HHS,Department of Health and Human Services,School Health Services,F,33720.41,0.00,0.00,15
6281,HHS,Department of Health and Human Services,Director's Office Division,M,120773.72,0.00,0.00,M2
6282,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,60199.18,0.00,0.00,20
6283,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,86669.00,0.00,0.00,20
6284,HHS,Department of Health and Human Services,School Health Services,F,100644.12,0.00,0.00,25
6285,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,68537.23,4324.87,0.00,22
6286,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,63123.73,91.05,0.00,20
6287,HHS,Department of Health and Human Services,School Health Services,F,103058.61,0.00,0.00,25
6288,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,60199.18,0.00,0.00,20
6289,HHS,Department of Health and Human Services,Public Health Services Division,F,92871.44,0.00,0.00,25
6290,HHS,Department of Health and Human Services,School Health Services,F,92917.66,0.00,0.00,24
6291,HHS,Department of Health and Human Services,Child Welfare Services,F,75374.29,0.00,0.00,24
6292,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,71358.46,0.00,0.00,20
6293,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,103928.75,22705.88,0.00,24
6294,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,72574.08,0.00,0.00,20
6295,HHS,Department of Health and Human Services,Public Health Services Division,F,94077.51,0.00,0.00,25
6296,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,60199.17,0.00,0.00,20
6297,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,60035.01,0.00,0.00,20
6298,HHS,Department of Health and Human Services,Public Health Services Division,F,92917.72,0.00,0.00,24
6299,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,89586.36,182.63,0.00,24
6300,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,102377.00,2822.66,0.00,24
6301,HHS,Department of Health and Human Services,Child Welfare Services,F,60361.31,0.00,0.00,18
6302,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,89086.36,0.00,0.00,24
6303,HHS,Department of Health and Human Services,Office of Community Affairs Division,M,76797.95,0.00,0.00,21
6304,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,47836.02,0.00,0.00,13
6305,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,99034.13,0.00,0.00,M3
6306,HHS,Department of Health and Human Services,Public Health Services Division,F,98151.72,0.00,0.00,24
6307,HHS,Department of Health and Human Services,School Health Services,F,42142.43,0.00,0.00,15
6308,HHS,Department of Health and Human Services,School Health Services,F,42142.44,17.37,0.00,15
6309,HHS,Department of Health and Human Services,School Health Services,F,46459.96,0.00,0.00,24
6310,HHS,Department of Health and Human Services,School Health Services,F,89777.59,0.00,0.00,24
6311,HHS,Department of Health and Human Services,Public Health Services Division,F,56826.41,0.00,0.00,18
6312,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,55064.00,730.73,0.00,13
6313,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,45940.95,1060.21,0.00,13
6314,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,89586.36,2578.52,0.00,24
6315,HHS,Department of Health and Human Services,Healthcare for the Homeless,F,90345.65,0.00,0.00,24
6316,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,62306.58,0.00,0.00,20
6317,HHS,Department of Health and Human Services,Chief Operating Officer Division,M,99972.13,0.00,0.00,26
6318,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,63094.25,0.00,0.00,20
6319,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,166978.86,0.00,0.00,M2
6320,HHS,Department of Health and Human Services,Information Systems and Technology,M,126584.00,0.00,0.00,28
6321,HHS,Department of Health and Human Services,Chief Operating Officer Division,M,99852.00,720.09,0.00,23
6322,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,35010.83,0.00,0.00,23
6323,HHS,Department of Health and Human Services,School Health Services,F,42142.45,52.11,0.00,15
6324,HHS,Department of Health and Human Services,School Health Services,F,43617.41,0.00,0.00,15
6325,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,48162.80,4428.73,0.00,13
6326,HHS,Department of Health and Human Services,School Health Services,F,43617.41,0.00,0.00,15
6327,HHS,Department of Health and Human Services,Public Health Services Division,M,95851.66,0.00,0.00,24
6328,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,90205.07,0.00,0.00,22
6329,HHS,Department of Health and Human Services,Public Health Services Division,M,80958.99,51991.55,0.00,24
6330,HHS,Department of Health and Human Services,Public Health Services Division,F,82796.80,0.00,0.00,23
6331,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,99852.00,0.00,0.00,23
6332,HHS,Department of Health and Human Services,Screening and Assessment Services for Children and Adolescents,F,72636.82,0.00,0.00,24
6333,HHS,Department of Health and Human Services,Public Health Services Division,F,41970.56,0.00,0.00,13
6334,HHS,Department of Health and Human Services,Chief Operating Officer Division,F,94500.41,0.00,0.00,23
6335,HHS,Department of Health and Human Services,Public Health Services Division,F,51978.36,0.00,0.00,16
6336,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,53049.28,0.00,0.00,18
6337,HHS,Department of Health and Human Services,School Health Services,F,79776.09,0.00,0.00,24
6338,HHS,Department of Health and Human Services,School Health Services,F,92610.62,0.00,0.00,24
6339,HHS,Department of Health and Human Services,School Health Services,F,89775.98,0.00,0.00,24
6340,HHS,Department of Health and Human Services,School Health Services,F,40717.34,0.00,0.00,15
6341,HHS,Department of Health and Human Services,School Health Services,F,94832.45,0.00,0.00,24
6342,HHS,Department of Health and Human Services,School Health Services,M,42142.42,0.00,0.00,15
6343,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,94832.44,0.00,0.00,24
6344,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,58320.12,0.00,0.00,20
6345,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,44959.91,0.00,0.00,13
6346,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,69178.34,0.00,0.00,23
6347,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,69887.10,1562.40,0.00,23
6348,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,67726.73,0.00,0.00,18
6349,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,61710.81,66.76,0.00,20
6350,HHS,Department of Health and Human Services,Child Welfare Services,F,72825.85,14180.40,0.00,24
6351,HHS,Department of Health and Human Services,Child Welfare Services,F,34943.54,0.00,0.00,23
6352,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,72637.25,0.00,0.00,24
6353,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,94832.45,0.00,0.00,24
6354,HHS,Department of Health and Human Services,Public Health Services Division,F,94832.45,0.00,0.00,24
6355,HHS,Department of Health and Human Services,School Health Services,F,92610.61,0.00,0.00,24
6356,HHS,Department of Health and Human Services,School Health Services,F,40717.33,402.72,0.00,15
6357,HHS,Department of Health and Human Services,School Health Services,F,40717.35,0.00,0.00,15
6358,HHS,Department of Health and Human Services,School Health Services,M,42142.42,0.00,0.00,15
6359,HHS,Department of Health and Human Services,School Health Services,M,36122.12,17.37,0.00,15
6360,HHS,Department of Health and Human Services,School Health Services,F,91625.59,0.00,0.00,24
6361,HHS,Department of Health and Human Services,School Health Services,F,41932.78,0.00,0.00,15
6362,HHS,Department of Health and Human Services,School Health Services,F,38010.17,0.00,0.00,15
6363,HHS,Department of Health and Human Services,School Health Services,F,34900.60,0.00,0.00,15
6364,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,91880.68,0.00,0.00,23
6365,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,66211.20,0.00,0.00,21
6366,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,61628.43,2348.60,0.00,16
6367,HHS,Department of Health and Human Services,Office of Community Affairs Division,F,98638.66,0.00,0.00,25
6368,HHS,Department of Health and Human Services,Chief Operating Officer Division,F,92473.74,0.00,0.00,25
6369,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,102091.01,0.00,0.00,25
6370,HHS,Department of Health and Human Services,Public Health Services Division,F,61432.95,0.00,0.00,18
6371,HHS,Department of Health and Human Services,Public Health Services Division,F,76629.90,0.00,0.00,25
6372,HHS,Department of Health and Human Services,Public Health Services Division,F,67197.59,0.00,0.00,18
6373,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,102729.09,0.00,0.00,25
6374,HHS,Department of Health and Human Services,Child Welfare Services,F,72825.87,0.00,0.00,24
6375,HHS,Department of Health and Human Services,Public Health Services Division,F,61649.17,0.00,0.00,14
6376,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,43249.94,623.83,0.00,13
6377,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,72637.34,1861.93,0.00,24
6378,HHS,Department of Health and Human Services,Public Health Services Division,F,72637.35,209.54,0.00,24
6379,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,72637.35,0.00,0.00,24
6380,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,71233.34,0.00,0.00,21
6381,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,106036.57,0.00,0.00,25
6382,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,72723.81,0.00,0.00,18
6383,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,64125.21,1302.73,0.00,22
6384,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,60745.99,208.09,0.00,20
6385,HHS,Department of Health and Human Services,Public Health Services Division,F,109858.81,0.00,0.00,M3
6386,HHS,Department of Health and Human Services,Director's Office Division,F,116176.62,0.00,0.00,28
6387,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,60199.18,0.00,0.00,20
6388,HHS,Department of Health and Human Services,Public Health Services Division,F,56991.24,220.41,0.00,13
6389,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,67814.08,0.00,0.00,22
6390,HHS,Department of Health and Human Services,School Health Services,F,42142.47,0.00,0.00,15
6391,HHS,Department of Health and Human Services,School Health Services,F,42142.47,0.00,0.00,15
6392,HHS,Department of Health and Human Services,Public Health Services Division,F,46534.16,0.00,0.00,15
6393,HHS,Department of Health and Human Services,School Health Services,F,40717.33,0.00,0.00,15
6394,HHS,Department of Health and Human Services,School Health Services,F,82568.24,0.00,0.00,24
6395,HHS,Department of Health and Human Services,School Health Services,F,42142.47,112.89,0.00,15
6396,HHS,Department of Health and Human Services,School Health Services,F,40717.33,0.00,0.00,15
6397,HHS,Department of Health and Human Services,School Health Services,F,86740.13,0.00,0.00,24
6398,HHS,Department of Health and Human Services,School Health Services,F,42142.48,0.00,0.00,15
6399,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,117000.00,708.63,0.00,M3
6400,HHS,Department of Health and Human Services,Child Welfare Services,F,55263.14,0.00,0.00,18
6401,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,56991.24,0.00,0.00,13
6402,HHS,Department of Health and Human Services,Chief Operating Officer Division,F,99852.00,0.00,0.00,23
6403,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,80705.00,0.00,0.00,24
6404,HHS,Department of Health and Human Services,Public Health Services Division,F,55484.25,40.02,0.00,14
6405,HHS,Department of Health and Human Services,Director's Office Division,F,131248.71,0.00,0.00,M2
6406,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,73743.64,0.00,0.00,24
6407,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,47175.14,7247.20,0.00,16
6408,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,64115.14,0.00,0.00,21
6409,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,45940.27,2558.28,0.00,13
6410,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,101796.50,2202.35,0.00,MD3
6411,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,66839.06,0.00,0.00,23
6412,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,61815.35,2752.76,0.00,22
6413,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,74738.44,0.00,0.00,24
6414,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,59793.24,0.00,0.00,16
6415,HHS,Department of Health and Human Services,School Health Services,F,39340.18,0.00,0.00,15
6416,HHS,Department of Health and Human Services,School Health Services,F,40717.08,0.00,0.00,15
6417,HHS,Department of Health and Human Services,School Health Services,F,81486.47,0.00,0.00,24
6418,HHS,Department of Health and Human Services,School Health Services,F,40717.13,0.00,0.00,15
6419,HHS,Department of Health and Human Services,School Health Services,F,39340.16,389.10,0.00,15
6420,HHS,Department of Health and Human Services,School Health Services,F,39340.18,340.49,0.00,15
6421,HHS,Department of Health and Human Services,School Health Services,F,40717.09,0.00,0.00,15
6422,HHS,Department of Health and Human Services,School Health Services,F,75646.79,0.00,0.00,24
6423,HHS,Department of Health and Human Services,School Health Services,F,82568.73,0.00,0.00,24
6424,HHS,Department of Health and Human Services,School Health Services,M,33736.98,0.00,0.00,15
6425,HHS,Department of Health and Human Services,School Health Services,F,82568.73,0.00,0.00,24
6426,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,156000.00,0.00,0.00,0
6427,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,73052.74,5373.69,0.00,22
6428,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,44386.73,0.00,0.00,13
6429,HHS,Department of Health and Human Services,Child Welfare Services,F,67997.99,0.00,0.00,23
6430,HHS,Department of Health and Human Services,Chief Operating Officer Division,F,82975.30,0.00,0.00,23
6431,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,70720.74,0.00,0.00,24
6432,HHS,Department of Health and Human Services,Child Welfare Services,F,66806.53,0.00,0.00,23
6433,HHS,Department of Health and Human Services,Office of Community Affairs Division,F,105497.16,0.00,0.00,25
6434,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,115099.00,0.00,0.00,26
6435,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,58691.78,0.00,0.00,20
6436,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,58691.78,0.00,0.00,20
6437,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,79737.35,0.00,0.00,25
6438,HHS,Department of Health and Human Services,Chief Operating Officer Division,F,94629.73,0.00,0.00,23
6439,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,58320.12,0.00,0.00,20
6440,HHS,Department of Health and Human Services,Public Health Services Division,M,67807.28,376.12,0.00,24
6441,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,62565.11,1062.16,0.00,20
6442,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,81363.21,420.71,0.00,22
6443,HHS,Department of Health and Human Services,Director's Office Division,F,109761.00,0.00,0.00,25
6444,HHS,Department of Health and Human Services,Child Welfare Services,F,71317.27,0.00,0.00,24
6445,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,33863.37,0.00,0.00,18
6446,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,64009.51,0.00,0.00,22
6447,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,91626.06,0.00,0.00,24
6448,HHS,Department of Health and Human Services,Child Welfare Services,F,64746.43,0.00,0.00,23
6449,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,62864.53,5395.02,0.00,20
6450,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,70181.01,0.00,0.00,24
6451,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,60285.00,0.00,0.00,23
6452,HHS,Department of Health and Human Services,Public Health Services Division,M,119054.06,0.00,0.00,M3
6453,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,75003.75,0.00,0.00,24
6454,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,67576.26,0.00,0.00,20
6455,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,58162.63,78.32,0.00,20
6456,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,56089.24,0.00,0.00,16
6457,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,67838.23,0.00,0.00,23
6458,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,50288.96,0.00,0.00,14
6459,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,102877.00,0.00,0.00,24
6460,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,49666.64,0.00,0.00,14
6461,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,52363.34,0.00,0.00,14
6462,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,48836.89,281.76,0.00,14
6463,HHS,Department of Health and Human Services,School Health Services,M,82568.39,0.00,0.00,24
6464,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,48836.89,0.00,0.00,14
6465,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,88942.41,0.00,0.00,21
6466,HHS,Department of Health and Human Services,School Health Services,F,86740.15,0.00,0.00,24
6467,HHS,Department of Health and Human Services,Public Health Services Division,F,115099.00,0.00,0.00,26
6468,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,63581.91,0.00,0.00,21
6469,HHS,Department of Health and Human Services,School Health Services,F,84338.76,0.00,0.00,24
6470,HHS,Department of Health and Human Services,School Health Services,F,69804.18,0.00,0.00,24
6471,HHS,Department of Health and Human Services,Child Welfare Services,M,68527.13,0.00,0.00,23
6472,HHS,Department of Health and Human Services,Public Health Services Division,M,132037.87,0.00,0.00,M2
6473,HHS,Department of Health and Human Services,Director's Office Division,F,89442.41,0.00,0.00,21
6474,HHS,Department of Health and Human Services,Child Welfare Services,F,75374.75,3625.20,0.00,24
6475,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,56991.24,0.00,0.00,13
6476,HHS,Department of Health and Human Services,Child Welfare Services,F,66838.61,0.00,0.00,23
6477,HHS,Department of Health and Human Services,Child Welfare Services,F,67012.56,0.00,0.00,23
6478,HHS,Department of Health and Human Services,Public Health Services Division,F,103356.07,0.00,0.00,M3
6479,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,46411.92,0.00,0.00,16
6480,HHS,Department of Health and Human Services,School Health Services,F,39339.93,0.00,0.00,15
6481,HHS,Department of Health and Human Services,School Health Services,F,82568.39,0.00,0.00,24
6482,HHS,Department of Health and Human Services,School Health Services,F,81486.70,0.00,0.00,24
6483,HHS,Department of Health and Human Services,School Health Services,F,39339.78,0.00,0.00,15
6484,HHS,Department of Health and Human Services,School Health Services,F,74471.84,0.00,0.00,24
6485,HHS,Department of Health and Human Services,School Health Services,F,40716.77,0.00,0.00,15
6486,HHS,Department of Health and Human Services,School Health Services,M,39339.83,0.00,0.00,15
6487,HHS,Department of Health and Human Services,School Health Services,F,39339.93,227.00,0.00,15
6488,HHS,Department of Health and Human Services,School Health Services,F,39339.90,0.00,0.00,15
6489,HHS,Department of Health and Human Services,School Health Services,F,86453.04,0.00,0.00,24
6490,HHS,Department of Health and Human Services,School Health Services,F,39339.90,0.00,0.00,15
6491,HHS,Department of Health and Human Services,Office of Community Affairs Division,F,90818.74,0.00,0.00,25
6492,HHS,Department of Health and Human Services,Chief Operating Officer Division,F,107023.00,0.00,0.00,26
6493,HHS,Department of Health and Human Services,Child Welfare Services,F,78021.54,0.00,0.00,24
6494,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,104087.70,12321.23,0.00,24
6495,HHS,Department of Health and Human Services,Office of Community Affairs Division,F,90848.00,0.00,0.00,21
6496,HHS,Department of Health and Human Services,School Health Services,F,72247.34,0.00,0.00,24
6497,HHS,Department of Health and Human Services,Child Welfare Services,F,67997.99,907.23,0.00,23
6498,HHS,Department of Health and Human Services,Public Health Services Division,M,82568.39,0.00,0.00,24
6499,HHS,Department of Health and Human Services,Public Health Services Division,F,89478.86,0.00,0.00,24
6500,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,90582.84,0.00,0.00,23
6501,HHS,Department of Health and Human Services,Child Welfare Services,F,84116.17,0.00,0.00,24
6502,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,89478.87,0.00,0.00,24
6503,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,60449.38,0.00,0.00,17
6504,HHS,Department of Health and Human Services,Public Health Services Division,F,62438.96,0.00,0.00,16
6505,HHS,Department of Health and Human Services,Child Welfare Services,F,71785.48,0.00,0.00,23
6506,HHS,Department of Health and Human Services,Public Health Services Division,F,78731.30,438.87,0.00,24
6507,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,97525.16,0.00,0.00,25
6508,HHS,Department of Health and Human Services,Director's Office Division,F,71636.49,563.80,0.00,16
6509,HHS,Department of Health and Human Services,Public Health Services Division,F,53049.30,0.00,0.00,18
6510,HHS,Department of Health and Human Services,Child Welfare Services,F,72825.88,0.00,0.00,24
6511,HHS,Department of Health and Human Services,Public Health Services Division,M,71785.03,0.00,0.00,23
6512,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,80439.45,0.00,0.00,25
6513,HHS,Department of Health and Human Services,Public Health Services Division,F,84338.76,0.00,0.00,24
6514,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,60745.99,416.18,0.00,20
6515,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,45940.27,941.34,0.00,13
6516,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,72637.34,0.00,0.00,24
6517,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,73195.97,0.00,0.00,24
6518,HHS,Department of Health and Human Services,Chief Operating Officer Division,F,91508.17,0.00,0.00,23
6519,HHS,Department of Health and Human Services,Child Welfare Services,F,67012.56,0.00,0.00,23
6520,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,73726.50,0.00,0.00,21
6521,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,55796.43,0.00,0.00,20
6522,HHS,Department of Health and Human Services,Chief Operating Officer Division,F,97305.79,0.00,0.00,23
6523,HHS,Department of Health and Human Services,Chief Operating Officer Division,F,99852.00,0.00,0.00,23
6524,HHS,Department of Health and Human Services,Chief Operating Officer Division,M,112149.86,0.00,0.00,M3
6525,HHS,Department of Health and Human Services,Child Welfare Services,F,67012.56,0.00,0.00,23
6526,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,67012.56,0.00,0.00,23
6527,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,92721.88,5973.21,0.00,24
6528,HHS,Department of Health and Human Services,Child Welfare Services,F,82375.60,0.00,0.00,23
6529,HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,54295.45,234.94,0.00,20
6530,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,89895.67,0.00,0.00,24
6531,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,89442.41,0.00,0.00,21
6532,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,104680.00,4038.82,0.00,24
6533,HHS,Department of Health and Human Services,Child Welfare Services,F,67983.71,7961.48,0.00,24
6534,HHS,Department of Health and Human Services,Child Welfare Services,F,64746.39,0.00,0.00,23
6535,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,63123.73,0.00,0.00,21
6536,HHS,Department of Health and Human Services,Child Welfare Services,M,64746.39,0.00,0.00,23
6537,HHS,Department of Health and Human Services,Chief Operating Officer Division,M,94265.95,0.00,0.00,23
6538,HHS,Department of Health and Human Services,Child and Adolescent Mental Health Clinic Services,F,67368.19,0.00,0.00,24
6539,HHS,Department of Health and Human Services,Child Welfare Services,M,61403.48,0.00,0.00,18
6540,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,54295.45,4855.37,0.00,20
6541,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,51672.08,0.00,0.00,14
6542,HHS,Department of Health and Human Services,Chief Operating Officer Division,M,109138.13,0.00,0.00,26
6543,HHS,Department of Health and Human Services,School Health Services,F,39339.25,0.00,0.00,15
6544,HHS,Department of Health and Human Services,School Health Services,F,41306.76,0.00,0.00,16
6545,HHS,Department of Health and Human Services,School Health Services,F,81487.26,0.00,0.00,24
6546,HHS,Department of Health and Human Services,School Health Services,F,39339.80,32.43,0.00,15
6547,HHS,Department of Health and Human Services,School Health Services,F,39339.79,0.00,0.00,15
6548,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,50268.66,797.56,0.00,16
6549,HHS,Department of Health and Human Services,Child Welfare Services,F,64746.40,0.00,0.00,23
6550,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,56724.21,4050.09,0.00,18
6551,HHS,Department of Health and Human Services,Public Health Services Division,M,98785.83,0.00,0.00,26
6552,HHS,Department of Health and Human Services,Public Health Services Division,F,100551.08,0.00,0.00,25
6553,HHS,Department of Health and Human Services,Child Welfare Services,F,55064.00,59.58,0.00,13
6554,HHS,Department of Health and Human Services,Public Health Services Division,F,55064.00,0.00,0.00,13
6555,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,111023.05,0.00,0.00,M3
6556,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,56195.76,2168.26,0.00,20
6557,HHS,Department of Health and Human Services,Child Welfare Services,F,89586.36,0.00,0.00,24
6558,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,83663.07,4512.97,0.00,24
6559,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,70710.16,0.00,0.00,24
6560,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,89442.41,0.00,0.00,21
6561,HHS,Department of Health and Human Services,Public Health Services Division,M,218500.00,0.00,0.00,0
6562,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,71233.33,0.00,0.00,21
6563,HHS,Department of Health and Human Services,Child Welfare Services,F,94227.53,1698.84,0.00,26
6564,HHS,Department of Health and Human Services,Public Health Services Division,M,67807.28,171.15,0.00,24
6565,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,80742.52,4920.34,0.00,24
6566,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,67726.73,0.00,0.00,18
6567,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,78902.00,327.70,0.00,18
6568,HHS,Department of Health and Human Services,Child Welfare Services,F,62394.98,0.00,0.00,23
6569,HHS,Department of Health and Human Services,Public Health Services Division,F,81486.49,0.00,0.00,24
6570,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,89378.73,0.00,0.00,26
6571,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,70710.16,0.00,0.00,24
